filename,start,end
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0197.V5_1.nc,1998-01-18T15:17:54.0,1998-01-28T13:15:33.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0198.V5_1.nc,1998-01-28T13:16:26.0,1998-02-07T11:14:05.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0199.V5_1.nc,1998-02-07T11:14:58.0,1998-02-17T09:12:37.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0200.V5_1.nc,1998-02-17T09:13:30.0,1998-02-27T07:11:08.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0201.V5_1.nc,1998-02-27T07:12:02.0,1998-03-09T05:09:40.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0202.V5_1.nc,1998-03-09T05:10:34.0,1998-03-19T03:08:12.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0203.V5_1.nc,1998-03-19T03:09:06.0,1998-03-29T01:06:44.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0204.V5_1.nc,1998-03-29T01:07:37.0,1998-04-07T23:05:15.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0205.V5_1.nc,1998-04-07T23:06:08.0,1998-04-17T21:03:46.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0206.V5_1.nc,1998-04-17T21:04:40.0,1998-04-27T19:02:18.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0207.V5_1.nc,1998-04-27T19:03:11.0,1998-05-07T17:00:50.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0208.V5_1.nc,1998-05-07T17:01:42.9,1998-05-17T14:59:21.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0209.V5_1.nc,1998-05-17T15:00:15.0,1998-05-27T12:57:53.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0210.V5_1.nc,1998-05-27T12:58:46.9,1998-06-06T10:56:25.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0211.V5_1.nc,1998-06-06T10:57:18.0,1998-06-16T08:54:56.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0212.V5_1.nc,1998-06-16T08:55:49.0,1998-06-26T06:53:26.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0213.V5_1.nc,1998-06-26T06:54:19.9,1998-07-06T04:51:58.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0214.V5_1.nc,1998-07-06T04:52:51.0,1998-07-16T02:50:30.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0215.V5_1.nc,1998-07-16T02:51:23.0,1998-07-26T00:49:01.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0216.V5_1.nc,1998-07-26T00:49:54.0,1998-08-04T22:47:33.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0217.V5_1.nc,1998-08-04T22:48:26.0,1998-08-14T20:46:04.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0218.V5_1.nc,1998-08-14T20:46:57.0,1998-08-24T18:44:36.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0219.V5_1.nc,1998-08-24T18:45:29.0,1998-09-03T16:43:07.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0220.V5_1.nc,1998-09-03T16:44:01.0,1998-09-13T14:41:39.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0221.V5_1.nc,1998-09-13T14:42:33.0,1998-09-23T12:40:11.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0222.V5_1.nc,1998-09-23T12:41:05.0,1998-10-03T10:38:43.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0223.V5_1.nc,1998-10-03T10:39:36.0,1998-10-13T08:37:14.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0224.V5_1.nc,1998-10-13T08:38:07.0,1998-10-23T06:35:44.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0225.V5_1.nc,1998-10-23T06:36:38.0,1998-11-02T04:34:16.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0226.V5_1.nc,1998-11-02T04:35:09.0,1998-11-12T02:32:47.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0227.V5_1.nc,1998-11-12T02:33:39.9,1998-11-22T00:31:17.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0228.V5_1.nc,1998-11-22T00:32:11.0,1998-12-01T22:29:49.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0229.V5_1.nc,1998-12-01T22:30:42.0,1998-12-11T20:28:21.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0230.V5_1.nc,1998-12-11T20:29:13.9,1998-12-21T18:26:53.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0231.V5_1.nc,1998-12-21T18:27:46.0,1998-12-31T16:25:25.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0232.V5_1.nc,1998-12-31T16:26:18.0,1999-01-10T14:23:56.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0233.V5_1.nc,1999-01-10T14:24:48.9,1999-01-20T12:22:27.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0234.V5_1.nc,1999-01-20T12:23:20.9,1999-01-30T10:20:59.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0235.V5_1.nc,1999-01-30T10:21:52.0,1999-02-09T08:19:30.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0236.V5_1.nc,1999-02-11T16:32:29.0,1999-02-19T06:18:01.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0237.V5_1.nc,1999-02-19T06:18:55.0,1999-03-01T04:16:33.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0238.V5_1.nc,1999-03-01T04:17:27.0,1999-03-11T02:15:04.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0239.V5_1.nc,1999-03-11T02:15:58.0,1999-03-21T00:13:36.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0240.V5_1.nc,1999-03-21T00:14:30.0,1999-03-30T22:12:07.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0241.V5_1.nc,1999-03-30T22:13:01.0,1999-04-09T20:10:39.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0242.V5_1.nc,1999-04-09T20:11:32.0,1999-04-19T18:09:09.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0243.V5_1.nc,1999-04-19T18:10:04.0,1999-04-29T16:07:42.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0244.V5_1.nc,1999-04-29T16:08:34.9,1999-05-09T14:06:13.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0245.V5_1.nc,1999-05-09T14:07:07.0,1999-05-19T12:04:45.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0246.V5_1.nc,1999-05-19T12:05:38.0,1999-05-29T10:03:16.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0247.V5_1.nc,1999-05-29T10:04:09.0,1999-06-08T08:01:46.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0248.V5_1.nc,1999-06-08T08:02:40.0,1999-06-18T06:00:19.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0249.V5_1.nc,1999-06-18T06:01:12.0,1999-06-28T03:58:51.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0250.V5_1.nc,1999-06-28T03:59:43.9,1999-07-08T01:57:23.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0251.V5_1.nc,1999-07-08T01:58:16.0,1999-07-17T23:55:54.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0252.V5_1.nc,1999-07-17T23:56:48.0,1999-07-27T21:54:26.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0253.V5_1.nc,1999-07-27T21:55:19.0,1999-08-06T19:52:57.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0254.V5_1.nc,1999-08-06T19:53:51.0,1999-08-16T17:51:29.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0255.V5_1.nc,1999-08-16T17:52:22.0,1999-08-26T15:50:00.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0256.V5_1.nc,1999-08-26T15:50:54.0,1999-09-05T13:48:32.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0257.V5_1.nc,1999-09-05T13:49:26.0,1999-09-15T11:47:03.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0258.V5_1.nc,1999-09-15T11:47:57.0,1999-09-25T09:45:34.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0259.V5_1.nc,1999-09-25T09:46:28.0,1999-10-05T07:44:05.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0260.V5_1.nc,1999-10-05T07:44:58.0,1999-10-15T05:42:35.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0261.V5_1.nc,1999-10-15T05:43:29.0,1999-10-25T03:41:07.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0262.V5_1.nc,1999-10-25T03:42:01.0,1999-11-04T01:39:39.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0263.V5_1.nc,1999-11-04T01:40:32.0,1999-11-13T23:38:11.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0264.V5_1.nc,1999-11-13T23:39:04.0,1999-11-23T21:36:42.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0265.V5_1.nc,1999-11-23T21:37:35.0,1999-12-03T19:35:13.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0266.V5_1.nc,1999-12-03T19:36:07.0,1999-12-13T17:33:45.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0267.V5_1.nc,1999-12-13T17:34:38.0,1999-12-23T15:32:16.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0268.V5_1.nc,1999-12-23T15:33:09.0,2000-01-02T13:30:48.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0269.V5_1.nc,2000-01-02T13:31:41.0,2000-01-12T11:29:17.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0270.V5_1.nc,2000-01-12T11:30:12.0,2000-01-22T09:27:51.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0271.V5_1.nc,2000-01-22T09:28:44.0,2000-02-01T07:26:23.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0272.V5_1.nc,2000-02-01T07:27:16.0,2000-02-11T05:24:54.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0273.V5_1.nc,2000-02-11T05:25:49.0,2000-02-21T03:23:27.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0274.V5_1.nc,2000-02-21T03:24:20.0,2000-03-02T01:21:57.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0275.V5_1.nc,2000-03-02T01:22:51.0,2000-03-11T23:20:29.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0276.V5_1.nc,2000-03-11T23:21:22.0,2000-03-21T21:19:00.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0277.V5_1.nc,2000-03-21T21:19:53.0,2000-03-31T19:17:31.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0278.V5_1.nc,2000-03-31T19:18:24.0,2000-04-10T17:16:01.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0279.V5_1.nc,2000-04-10T17:16:55.0,2000-04-20T15:14:32.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0280.V5_1.nc,2000-04-20T15:15:25.0,2000-04-30T13:13:04.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0281.V5_1.nc,2000-04-30T13:13:58.0,2000-05-10T11:11:35.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0282.V5_1.nc,2000-05-10T11:12:30.0,2000-05-20T09:10:08.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0283.V5_1.nc,2000-05-20T09:11:01.0,2000-05-30T07:08:39.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0284.V5_1.nc,2000-05-30T07:09:32.0,2000-06-09T05:07:10.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0285.V5_1.nc,2000-06-09T05:08:03.0,2000-06-19T03:05:41.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0286.V5_1.nc,2000-06-19T03:06:35.0,2000-06-29T01:04:11.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0287.V5_1.nc,2000-06-29T01:05:06.0,2000-07-08T23:02:43.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0288.V5_1.nc,2000-07-08T23:03:36.0,2000-07-18T21:01:16.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0289.V5_1.nc,2000-07-18T21:02:09.0,2000-07-28T18:59:48.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0290.V5_1.nc,2000-07-28T19:00:41.0,2000-08-07T16:58:19.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0291.V5_1.nc,2000-08-07T16:59:13.0,2000-08-17T14:56:52.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0292.V5_1.nc,2000-08-17T14:57:45.0,2000-08-27T12:55:23.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0293.V5_1.nc,2000-08-27T12:56:17.0,2000-09-06T10:53:53.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0294.V5_1.nc,2000-09-06T10:54:48.0,2000-09-16T08:52:25.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0295.V5_1.nc,2000-09-16T08:53:19.0,2000-09-26T06:50:56.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0296.V5_1.nc,2000-09-26T06:51:49.0,2000-10-06T04:49:28.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0297.V5_1.nc,2000-10-06T04:50:21.0,2000-10-16T02:47:59.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0298.V5_1.nc,2000-10-16T02:48:53.0,2000-10-26T00:46:30.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0299.V5_1.nc,2000-10-26T00:47:23.9,2000-11-04T22:45:02.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0300.V5_1.nc,2000-11-04T22:45:56.0,2000-11-14T20:43:34.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0301.V5_1.nc,2000-11-14T20:44:27.0,2000-11-24T05:27:29.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0302.V5_1.nc,2000-11-25T07:49:11.9,2000-12-04T16:40:36.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0303.V5_1.nc,2000-12-04T16:41:30.0,2000-12-14T14:39:08.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0304.V5_1.nc,2000-12-14T14:40:01.0,2000-12-24T12:37:39.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0305.V5_1.nc,2000-12-24T12:38:32.0,2001-01-03T10:36:10.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0306.V5_1.nc,2001-01-03T10:37:03.0,2001-01-13T08:34:40.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0307.V5_1.nc,2001-01-13T10:27:13.0,2001-01-23T06:33:12.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0308.V5_1.nc,2001-01-23T06:34:06.0,2001-02-02T04:31:45.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0309.V5_1.nc,2001-02-02T04:32:38.0,2001-02-12T02:30:16.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0310.V5_1.nc,2001-02-12T02:31:10.0,2001-02-22T00:28:48.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0311.V5_1.nc,2001-02-22T00:29:41.0,2001-03-03T22:27:19.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0312.V5_1.nc,2001-03-03T22:28:13.0,2001-03-13T20:25:51.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0313.V5_1.nc,2001-03-13T20:26:44.0,2001-03-23T18:24:22.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0314.V5_1.nc,2001-03-23T18:25:16.0,2001-04-02T16:22:54.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0315.V5_1.nc,2001-04-02T16:23:47.0,2001-04-12T14:21:25.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0316.V5_1.nc,2001-04-12T14:22:17.9,2001-04-22T12:19:56.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0317.V5_1.nc,2001-04-22T12:20:49.0,2001-05-02T10:18:26.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0318.V5_1.nc,2001-05-02T10:19:19.0,2001-05-12T08:16:58.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0319.V5_1.nc,2001-05-12T08:17:51.0,2001-05-22T06:15:29.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0320.V5_1.nc,2001-05-22T06:16:22.9,2001-06-01T04:14:01.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0321.V5_1.nc,2001-06-01T04:14:54.0,2001-06-11T02:12:32.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0322.V5_1.nc,2001-06-11T02:13:26.0,2001-06-21T00:11:05.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0323.V5_1.nc,2001-06-21T00:11:58.0,2001-06-30T22:09:36.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0324.V5_1.nc,2001-06-30T22:10:28.9,2001-07-10T20:08:07.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0325.V5_1.nc,2001-07-10T20:09:01.0,2001-07-20T18:06:38.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0326.V5_1.nc,2001-07-20T18:07:32.0,2001-07-30T16:05:10.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0327.V5_1.nc,2001-07-30T16:06:03.9,2001-08-09T14:03:42.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0328.V5_1.nc,2001-08-09T14:04:35.0,2001-08-19T12:02:13.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0329.V5_1.nc,2001-08-19T12:03:07.0,2001-08-29T10:00:44.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0330.V5_1.nc,2001-08-29T10:01:37.0,2001-09-08T07:59:14.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0331.V5_1.nc,2001-09-08T08:00:08.0,2001-09-18T05:57:44.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0332.V5_1.nc,2001-09-18T05:58:38.0,2001-09-28T03:56:17.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0333.V5_1.nc,2001-09-28T03:57:10.0,2001-10-08T01:54:49.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0334.V5_1.nc,2001-10-08T01:55:42.0,2001-10-17T23:53:21.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0335.V5_1.nc,2001-10-17T23:54:14.0,2001-10-27T21:51:52.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0336.V5_1.nc,2001-10-27T21:52:45.0,2001-11-06T19:50:23.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0337.V5_1.nc,2001-11-06T19:51:17.0,2001-11-16T17:48:54.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0338.V5_1.nc,2001-11-16T17:49:48.0,2001-11-26T15:47:25.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0339.V5_1.nc,2001-11-26T15:48:19.0,2001-12-06T13:45:58.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0340.V5_1.nc,2001-12-06T13:46:51.0,2001-12-16T11:44:30.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0341.V5_1.nc,2001-12-16T11:45:23.0,2001-12-26T09:43:01.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0342.V5_1.nc,2001-12-26T09:43:55.0,2002-01-05T07:41:32.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0343.V5_1.nc,2002-01-05T07:42:26.0,2002-01-15T05:40:03.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0344.V5_1.nc,2002-01-15T05:40:56.0,2002-01-25T03:38:34.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0345.V5_1.nc,2002-01-25T03:39:26.9,2002-02-04T01:37:04.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0346.V5_1.nc,2002-02-04T01:37:57.0,2002-02-13T23:35:36.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0347.V5_1.nc,2002-02-13T23:36:30.0,2002-02-23T21:34:08.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0348.V5_1.nc,2002-02-23T21:35:02.0,2002-03-05T19:32:41.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0349.V5_1.nc,2002-03-05T19:33:34.0,2002-03-15T17:31:12.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0350.V5_1.nc,2002-03-15T17:32:06.0,2002-03-25T15:29:43.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0351.V5_1.nc,2002-03-25T15:30:37.0,2002-04-04T13:28:15.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0352.V5_1.nc,2002-04-04T13:29:09.0,2002-04-14T11:26:46.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0353.V5_1.nc,2002-04-14T11:27:38.9,2002-04-24T09:25:16.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0354.V5_1.nc,2002-04-24T09:26:10.0,2002-05-04T07:23:47.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0355.V5_1.nc,2002-05-04T07:24:40.0,2002-05-14T05:22:18.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0356.V5_1.nc,2002-05-14T05:22:01.0,2002-05-24T03:19:40.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0357.V5_1.nc,2002-05-24T03:20:32.9,2002-06-03T01:18:12.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0358.V5_1.nc,2002-06-03T01:19:06.0,2002-06-12T23:16:44.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0359.V5_1.nc,2002-06-12T23:17:36.9,2002-06-22T21:15:15.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0360.V5_1.nc,2002-06-22T21:16:08.0,2002-07-02T19:13:45.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0361.V5_1.nc,2002-07-02T19:14:39.0,2002-07-12T17:12:18.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0362.V5_1.nc,2002-07-12T17:13:11.0,2002-07-22T15:10:50.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0363.V5_1.nc,2002-07-22T15:11:43.9,2002-08-01T13:09:22.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0364.V5_1.nc,2002-08-01T13:10:16.0,2002-08-11T11:07:54.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0365.V5_1.nc,2002-08-11T11:08:47.0,2002-08-21T09:06:26.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0366.V5_1.nc,2002-08-21T09:07:19.0,2002-08-31T07:04:57.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0367.V5_1.nc,2002-08-31T07:05:50.0,2002-09-10T05:03:28.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0368.V5_1.nc,2002-09-10T05:04:22.0,2002-09-20T03:01:59.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0369.V5_1.nc,2002-09-20T03:02:52.0,2002-09-30T01:00:31.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0370.V5_1.nc,2002-09-30T01:01:24.0,2002-10-09T22:59:03.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0371.V5_1.nc,2002-10-09T22:59:56.0,2002-10-19T20:57:34.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0372.V5_1.nc,2002-10-19T20:58:27.0,2002-10-29T18:56:05.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0373.V5_1.nc,2002-10-29T18:56:58.0,2002-11-08T16:54:37.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0374.V5_1.nc,2002-11-08T16:55:31.0,2002-11-18T14:53:10.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0375.V5_1.nc,2002-11-18T14:54:03.0,2002-11-28T12:51:40.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0376.V5_1.nc,2002-11-28T12:52:35.0,2002-12-08T10:50:11.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0377.V5_1.nc,2002-12-08T10:51:06.0,2002-12-18T08:48:42.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0378.V5_1.nc,2002-12-18T08:49:35.9,2002-12-28T06:47:16.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0379.V5_1.nc,2002-12-28T06:48:09.0,2003-01-07T04:45:48.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0380.V5_1.nc,2003-01-07T04:46:42.0,2003-01-17T02:44:20.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0381.V5_1.nc,2003-01-17T02:45:13.0,2003-01-27T00:42:51.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0382.V5_1.nc,2003-01-27T00:43:44.0,2003-02-05T22:41:21.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0383.V5_1.nc,2003-02-05T22:42:15.0,2003-02-15T20:39:52.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0384.V5_1.nc,2003-02-15T20:40:45.0,2003-02-25T18:38:24.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0385.V5_1.nc,2003-02-25T18:39:17.9,2003-03-07T16:36:55.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0386.V5_1.nc,2003-03-07T16:37:50.0,2003-03-17T14:35:28.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0387.V5_1.nc,2003-03-17T14:36:21.0,2003-03-27T12:33:59.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0388.V5_1.nc,2003-03-27T12:34:53.0,2003-04-06T10:32:31.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0389.V5_1.nc,2003-04-06T10:33:24.0,2003-04-16T08:31:02.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0390.V5_1.nc,2003-04-16T08:31:55.0,2003-04-26T06:29:36.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0391.V5_1.nc,2003-04-26T06:30:29.0,2003-05-06T04:28:08.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0392.V5_1.nc,2003-05-06T04:29:01.9,2003-05-16T02:26:40.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0393.V5_1.nc,2003-05-16T02:27:34.0,2003-05-26T00:25:12.0
